
293;0;0;0;1;2;1;0;6;2
0;281;7;2;5;4;0;3;1;2
0;1;295;7;0;0;0;0;2;0
0;0;5;272;0;12;0;2;12;2
1;4;0;1;292;1;3;0;0;3
1;1;0;4;0;289;3;4;3;0
7;0;2;0;3;3;273;0;16;1
0;1;0;1;0;3;0;300;0;0
10;1;0;3;0;6;8;0;272;5
2;0;1;0;3;1;0;0;8;290

291;0;0;1;0;1;0;0;9;3
0;279;9;2;1;5;0;6;1;2
0;2;293;7;0;0;0;0;3;0
0;0;6;268;0;17;0;1;12;1
2;6;0;0;286;2;6;0;0;3
0;2;0;5;0;285;4;6;3;0
8;0;2;0;3;3;273;0;15;1
0;2;0;2;0;4;0;297;0;0
9;1;0;2;0;8;10;0;268;7
2;0;0;0;6;2;0;2;8;285

290;0;0;1;0;1;2;0;9;2
0;274;13;1;0;10;1;4;1;1
0;4;290;6;0;0;0;0;4;1
0;0;5;267;0;18;0;1;13;1
2;9;0;0;282;3;6;0;0;3
0;2;0;2;0;288;3;7;3;0
12;0;2;0;4;2;268;0;16;1
0;2;0;2;0;6;0;295;0;0
10;1;0;3;0;10;10;0;265;6
6;0;0;0;4;3;1;2;7;282

288;0;0;2;0;1;2;0;11;1
0;273;13;1;1;10;0;4;1;2
0;7;286;6;1;1;0;0;4;0
2;0;4;265;0;19;0;1;11;3
1;10;0;0;281;3;7;0;0;3
1;3;0;4;0;286;4;5;2;0
12;0;2;0;6;2;264;0;18;1
0;1;0;2;0;8;0;294;0;0
9;1;0;3;0;11;10;0;264;7
8;0;0;0;4;3;1;2;8;279

293;0;0;0;0;2;1;0;5;4
0;286;7;2;1;2;0;4;1;2
0;0;297;5;0;1;0;0;2;0
0;0;5;275;0;10;0;2;11;2
1;3;0;0;295;1;3;0;0;2
0;0;1;2;0;293;2;4;3;0
8;0;2;0;1;3;277;0;13;1
0;3;0;1;0;1;0;300;0;0
10;1;0;3;0;5;6;0;275;5
2;0;1;0;3;1;0;0;7;291

293;0;0;0;0;2;1;0;6;3
0;285;7;1;0;4;0;4;1;3
0;1;295;6;0;0;0;0;3;0
0;0;6;271;0;12;0;2;13;1
2;6;0;0;290;1;5;0;0;1
0;1;0;4;0;291;2;4;3;0
8;0;2;0;1;3;275;0;15;1
0;1;0;0;0;3;0;301;0;0
9;1;0;2;0;7;8;0;273;5
3;0;0;0;3;2;1;1;8;287

291;0;0;1;0;1;1;0;7;4
0;286;7;1;0;6;0;3;1;1
0;5;289;6;0;0;0;0;5;0
0;0;5;267;0;15;0;2;14;2
2;8;0;0;286;2;5;0;0;2
0;3;0;2;0;291;2;4;3;0
10;0;2;0;2;2;274;0;14;1
0;1;0;1;0;3;0;300;0;0
11;1;0;2;0;8;7;0;269;7
5;0;0;0;4;2;1;3;6;284

290;0;0;2;0;1;2;0;9;1
0;282;8;1;0;7;0;4;1;2
0;9;286;5;0;0;0;0;5;0
0;0;4;267;0;16;0;1;15;2
3;9;0;0;285;1;5;0;0;2
0;3;0;2;0;290;2;4;4;0
11;0;2;0;2;2;272;0;16;0
0;1;0;1;0;3;0;300;0;0
12;1;0;2;0;9;6;0;268;7
6;1;0;0;3;3;1;2;9;280
